income;logincome;sqrtincome
1776.3;7.48;42.15
1938.34;7.57;44.03
2222.94;7.71;47.15
1396.4;7.24;37.37
1339.69;7.2;36.6
265.72;5.59;16.3
715.38;6.57;26.75
989.19;6.9;31.45
2417.7;7.79;49.17
2109.59;7.65;45.93
4275.25;8.36;65.39
1196.76;7.09;34.59
3312.43;8.11;57.55
1291.77;7.16;35.94
1247.01;7.13;35.31
551.07;6.31;23.47
4059.43;8.31;63.71
2423.34;7.79;49.23
394.18;5.98;19.85
1345.64;7.21;36.68
1385.97;7.23;37.23
533.88;6.28;23.11
2063.21;7.63;45.42
1045.73;6.95;32.34
943.12;6.85;30.71
2044.93;7.62;45.22
1551.01;7.35;39.38
1008.3;6.92;31.75
1088.59;6.99;32.99
2841.75;7.95;53.31
1306.06;7.18;36.14
0;0;0
1065.62;6.97;32.64
1879.06;7.54;43.35
2643.82;7.88;51.42
1810.69;7.5;42.55
1273.6;7.15;35.69
1585.71;7.37;39.82
1060.89;6.97;32.57
1148.14;7.05;33.88
3987.51;8.29;63.15
1982.08;7.59;44.52
1602.11;7.38;40.03
339.76;5.83;18.43
2853.95;7.96;53.42
1915.14;7.56;43.76
2260.92;7.72;47.55
1003.05;6.91;31.67
1238.62;7.12;35.19
1599.5;7.38;39.99
2321.27;7.75;48.18
1540.86;7.34;39.25
2073.59;7.64;45.54
566.96;6.34;23.81
3650.57;8.2;60.42
1007.33;6.92;31.74
582.33;6.37;24.13
2365.33;7.77;48.63
2831.71;7.95;53.21
675.35;6.52;25.99
1527.55;7.33;39.08
1024;6.93;32
855.04;6.75;29.24
5284.44;8.57;72.69
1992.81;7.6;44.64
1828.99;7.51;42.77
2246.27;7.72;47.39
654.51;6.49;25.58
1014.16;6.92;31.85
1328.22;7.19;36.44
3616.68;8.19;60.14
4213.25;8.35;64.91
1911.49;7.56;43.72
1036.64;6.94;32.2
2421.17;7.79;49.21
2504.25;7.83;50.04
8715.61;9.07;93.36
435.11;6.08;20.86
3678.05;8.21;60.65
2380.75;7.78;48.79
884.25;6.79;29.74
2052.43;7.63;45.3
2346.23;7.76;48.44
3556.04;8.18;59.63
3305.41;8.1;57.49
2521.72;7.83;50.22
3773.6;8.24;61.43
3858.98;8.26;62.12
2818.81;7.94;53.09
2409.46;7.79;49.09
2641.78;7.88;51.4
2808.51;7.94;53
4193.5;8.34;64.76
6.05;1.95;2.46
2220.85;7.71;47.13
382.94;5.95;19.57
1311.4;7.18;36.21
824.77;6.72;28.72
1359.41;7.22;36.87
3813.71;8.25;61.76
1867.11;7.53;43.21
1708.85;7.44;41.34
1104.07;7.01;33.23
2145.79;7.67;46.32
2000.25;7.6;44.72
5808.43;8.67;76.21
2464.31;7.81;49.64
1445.4;7.28;38.02
1745.94;7.47;41.78
1607.54;7.38;40.09
54.3;4.01;7.37
1541.22;7.34;39.26
2363.96;7.77;48.62
2281.97;7.73;47.77
716.09;6.58;26.76
1043.35;6.95;32.3
2876.78;7.96;53.64
1291.91;7.16;35.94
968.5;6.88;31.12
2163.19;7.68;46.51
1279.99;7.16;35.78
624;6.44;24.98
8747.71;9.08;93.53
443.94;6.1;21.07
28.37;3.38;5.33
1674.53;7.42;40.92
927.01;6.83;30.45
1075.77;6.98;32.8
1600.49;7.38;40.01
2512.02;7.83;50.12
701.55;6.55;26.49
2499.06;7.82;49.99
2051.81;7.63;45.3
359.49;5.89;18.96
1074.96;6.98;32.79
1040.07;6.95;32.25
2075.43;7.64;45.56
2791.31;7.93;52.83
8764.27;9.08;93.62
334.38;5.82;18.29
4915.7;8.5;70.11
2758.92;7.92;52.53
1257.98;7.14;35.47
5528.29;8.62;74.35
2271.18;7.73;47.66
539.81;6.29;23.23
740.34;6.61;27.21
3164.22;8.06;56.25
1741.57;7.46;41.73
4492.26;8.41;67.02
1106.85;7.01;33.27
2104.85;7.65;45.88
2133.31;7.67;46.19
1802.94;7.5;42.46
2130.59;7.66;46.16
2525.69;7.83;50.26
2336.63;7.76;48.34
1291.38;7.16;35.94
556.55;6.32;23.59
2866.21;7.96;53.54
1200.83;7.09;34.65
1614.08;7.39;40.18
635.46;6.46;25.21
2153.05;7.68;46.4
2928.9;7.98;54.12
2144.26;7.67;46.31
442.18;6.09;21.03
759.42;6.63;27.56
2088.05;7.64;45.7
1825.46;7.51;42.73
1190.63;7.08;34.51
1266.64;7.14;35.59
1817.1;7.51;42.63
1526.28;7.33;39.07
1025.27;6.93;32.02
2879.77;7.97;53.66
1836.11;7.52;42.85
2275.75;7.73;47.7
1413.04;7.25;37.59
1704.16;7.44;41.28
5273.91;8.57;72.62
1617.26;7.39;40.22
1325.04;7.19;36.4
265.16;5.58;16.28
1498.9;7.31;38.72
6390.71;8.76;79.94
1416.59;7.26;37.64
2813.61;7.94;53.04
753.49;6.63;27.45
3150;8.06;56.12
2506.34;7.83;50.06
2465.83;7.81;49.66
40.87;3.73;6.39
1439.41;7.27;37.94
2287.19;7.74;47.82
582.81;6.37;24.14
2166.35;7.68;46.54
1243.11;7.13;35.26
1534.17;7.34;39.17
2411.47;7.79;49.11
3447.93;8.15;58.72
2442.5;7.8;49.42
878.22;6.78;29.63
1285.19;7.16;35.85
1933.42;7.57;43.97
2543.03;7.84;50.43
2489.96;7.82;49.9
1387.64;7.24;37.25
2082.32;7.64;45.63
1643.09;7.4;40.54
1554.05;7.35;39.42
1215.98;7.1;34.87
1744.01;7.46;41.76
912.86;6.82;30.21
1917.83;7.56;43.79
1004.25;6.91;31.69
417.27;6.04;20.43
1245.52;7.13;35.29
1056.07;6.96;32.5
1712.52;7.45;41.38
2034.07;7.62;45.1
1522.94;7.33;39.02
1810.79;7.5;42.55
2983.75;8;54.62
265.47;5.59;16.29
287.62;5.67;16.96
1812.47;7.5;42.57
2330.2;7.75;48.27
2212.21;7.7;47.03
1283.15;7.16;35.82
1039.55;6.95;32.24
1471.5;7.29;38.36
2717.93;7.91;52.13
1479.44;7.3;38.46
1433.96;7.27;37.87
1781.55;7.49;42.21
1068.65;6.98;32.69
2358.91;7.77;48.57
5803.2;8.67;76.18
2148.01;7.67;46.35
1615.93;7.39;40.2
186.02;5.23;13.64
1118.92;7.02;33.45
2548.05;7.84;50.48
1712.95;7.45;41.39
1037.62;6.95;32.21
504;6.22;22.45
1715.28;7.45;41.42
1149.24;7.05;33.9
2035.02;7.62;45.11
1353.44;7.21;36.79
1804.68;7.5;42.48
1301.79;7.17;36.08
653.57;6.48;25.56
1433.61;7.27;37.86
1718.23;7.45;41.45
2652.19;7.88;51.5
1352.13;7.21;36.77
1814.3;7.5;42.59
3252.21;8.09;57.03
1944.06;7.57;44.09
2832.4;7.95;53.22
3483.45;8.16;59.02
3152.55;8.06;56.15
2232.14;7.71;47.25
681;6.53;26.1
2454.32;7.81;49.54
2225.17;7.71;47.17
1651.96;7.41;40.64
1390.29;7.24;37.29
3051.86;8.02;55.24
995.75;6.9;31.56
1574.84;7.36;39.68
1117.6;7.02;33.43
1709.73;7.44;41.35
1178.3;7.07;34.33
3966.26;8.29;62.98
2097.44;7.65;45.8
1118.52;7.02;33.44
1190.6;7.08;34.51
1207.28;7.1;34.75
2360.58;7.77;48.59
608.8;6.41;24.67
1107.29;7.01;33.28
1772.01;7.48;42.1
1641.97;7.4;40.52
2842.05;7.95;53.31
1333.7;7.2;36.52
1760.27;7.47;41.96
1742.3;7.46;41.74
2003.1;7.6;44.76
3924.55;8.28;62.65
2373.08;7.77;48.71
2114.8;7.66;45.99
9263.48;9.13;96.25
1838.45;7.52;42.88
101.21;4.63;10.06
1694.5;7.44;41.16
8084.59;9;89.91
1194.32;7.09;34.56
1010.85;6.92;31.79
1226.43;7.11;35.02
2707.29;7.9;52.03
5869.16;8.68;76.61
1501.42;7.31;38.75
2401.79;7.78;49.01
2081.7;7.64;45.63
2045.8;7.62;45.23
386.99;5.96;19.67
822.09;6.71;28.67
1050.27;6.96;32.41
1794.53;7.49;42.36
2842.61;7.95;53.32
1447.53;7.28;38.05
361.93;5.89;19.02
2066.07;7.63;45.45
1444.8;7.28;38.01
1804.99;7.5;42.49
1523.89;7.33;39.04
3217.35;8.08;56.72
2645.58;7.88;51.44
2214.11;7.7;47.05
1791.61;7.49;42.33
8117.15;9;90.1
1813.98;7.5;42.59
1509.52;7.32;38.85
1005.28;6.91;31.71
3066.28;8.03;55.37
1921.44;7.56;43.83
922.53;6.83;30.37
2994.5;8;54.72
1863.7;7.53;43.17
1429.15;7.27;37.8
1624.2;7.39;40.3
2352.45;7.76;48.5
1060.39;6.97;32.56
597.98;6.4;24.45
1407.79;7.25;37.52
27.51;3.35;5.24
2104.79;7.65;45.88
432.1;6.07;20.79
2558.47;7.85;50.58
2.7;1.31;1.64
2805.71;7.94;52.97
0;0;0
3017.64;8.01;54.93
